data_time,name,addr,lng,lat,wkb_geometry,district,phone
2024-02-06 18:31:59+08:00,北車維康藥局,臺北市中正區青島西路11號,121.5177666,25.04498758,POINT (121.5177666 25.04498758),中正區,223613509
2024-02-06 18:31:59+08:00,和眾藥局,臺北市中正區忠孝西路一段6號,121.5180284,25.04582575,POINT (121.5180284 25.04582575),中正區,223911393
2024-02-06 18:31:59+08:00,躍獅南門藥局,臺北市中正區中華路二段39巷10號,121.5073633,25.03483495,POINT (121.5073633 25.03483495),中正區,223141111
2024-02-06 18:31:59+08:00,桐心藥局,臺北市中正區金華街18之6號1樓,121.5202152,25.03175306,POINT (121.5202152 25.03175306),中正區,223581663
2024-02-06 18:31:59+08:00,珍忻藥局,臺北市中正區南昌路一段65號,121.517452,25.03106799,POINT (121.517452 25.03106799),中正區,223965115
2024-02-06 18:31:59+08:00,博昱連雲藥局,臺北市中正區連雲街72號、72之1號,121.5299712,25.03454651,POINT (121.5299712 25.03454651),中正區,223581898
2024-02-06 18:31:59+08:00,長頸鹿藥師藥局,臺北市中正區南昌路一段132號,121.5183461,25.02954592,POINT (121.5183461 25.02954592),中正區,0223962120、0921231045
2024-02-06 18:31:59+08:00,鈞安藥局,臺北市中正區中華路2段425號1樓,121.5088598,25.02539709,POINT (121.5088598 25.02539709),中正區,223098282
2024-02-06 18:31:59+08:00,躍獅東門藥局,臺北市中正區金山南路1段108之1號(1樓),121.5198716,25.0421407,POINT (121.5198716 25.0421407),中正區,223920339
2024-02-06 18:31:59+08:00,康呈安藥局,臺北市中正區汀州路2段187號1樓,121.5219845,25.02403149,POINT (121.5219845 25.02403149),中正區,223672215
2024-02-06 18:31:59+08:00,立赫景福藥局,臺北市中正區公園路28號1樓,121.516969,25.04485133,POINT (121.516969 25.04485133),中正區,23616162
2024-02-06 18:31:59+08:00,南昌春天藥局,臺北市中正區南昌路1段157號1樓,121.5187816,25.0292682,POINT (121.5187816 25.0292682),中正區,223972886
2024-02-06 18:31:59+08:00,汀州藥局,臺北市中正區汀州路1段187、189、191號(1樓),121.511146,25.0269395,POINT (121.511146 25.0269395),中正區,223090705
2024-02-06 18:31:59+08:00,中英大藥局,臺北市中正區永綏街6號1樓,121.5111801,25.04299801,POINT (121.5111801 25.04299801),中正區,223615654
2024-02-06 18:31:59+08:00,子榕藥局,臺北市中正區博愛路9號3樓,121.5115032,25.04591542,POINT (121.5115032 25.04591542),中正區,23116993
2024-02-06 18:31:59+08:00,愛國藥局,臺北市中正區延平南路210號(1樓),121.5074698,25.0347608,POINT (121.5074698 25.0347608),中正區,223826211
2024-02-06 18:31:59+08:00,中力藥局,臺北市中正區襄陽路13之5號1樓、15號(1樓),121.5155382,25.04349556,POINT (121.5155382 25.04349556),中正區,23313768
2024-02-06 18:31:59+08:00,專品公園藥局,臺北市中正區公園路32號1樓,121.516754,25.04410123,POINT (121.516754 25.04410123),中正區,23142338
2024-02-06 18:31:59+08:00,日上藥局,臺北市中正區汀州路1段366號1樓、368號1樓,121.5131885,25.02632858,POINT (121.5131885 25.02632858),中正區,23378096
2024-02-06 18:31:59+08:00,博醫和平藥局,臺北市中正區中華路2段75巷1弄39號1樓,121.506759,25.03496529,POINT (121.506759 25.03496529),中正區,23120053
2024-02-06 18:31:59+08:00,臨沂中西藥局,臺北市中正區忠孝東路2段134巷26號(1樓),121.5321314,25.0421977,POINT (121.5321314 25.0421977),中正區,0926013526
2024-02-06 18:31:59+08:00,躍獅南寧藥局,臺北市中正區南昌路1段81號1樓,121.5178122,25.03057386,POINT (121.5178122 25.03057386),中正區,223967072
2024-02-06 18:31:59+08:00,專品南昌藥局,臺北市中正區南昌路1段66號1樓,121.5171172,25.03120561,POINT (121.5171172 25.03120561),中正區,02 23560069
2024-02-06 18:31:59+08:00,利保肝博愛藥局,臺北市中正區博愛路9號1樓,121.5115032,25.04591542,POINT (121.5115032 25.04591542),中正區,23123119
2024-02-06 18:31:59+08:00,建祥武昌藥局,臺北市中正區武昌街1段29號1樓,121.512123,25.04415718,POINT (121.512123 25.04415718),中正區,23314038
2024-02-06 18:31:59+08:00,崇信藥局,臺北市中正區齊東街８８號,121.5271509,25.04162388,POINT (121.5271509 25.04162388),中正區,0223417557
2024-02-06 18:31:59+08:00,民生藥局,臺北市中正區濟南路二段45之1號,121.5305404,25.040599,POINT (121.5305404 25.040599),中正區,0223416470
2024-02-06 18:31:59+08:00,新德星中西藥局,臺北市中正區信陽街３號１樓,121.5168723,25.04469998,POINT (121.5168723 25.04469998),中正區,0223614598
2024-02-06 18:31:59+08:00,東鴻藥局,臺北市中正區臨沂街７１巷３號,121.5283109,25.0353619,POINT (121.5283109 25.0353619),中正區,0223218648
2024-02-06 18:31:59+08:00,祥全藥局,臺北市中正區信義路二段７９巷１５號之８一樓,121.5270301,25.0356686,POINT (121.5270301 25.0356686),中正區,0223939339
2024-02-06 18:31:59+08:00,南昌大藥局,臺北市中正區南昌路一段８６號一樓,121.5173744,25.0308592,POINT (121.5173744 25.0308592),中正區,0223510322
2024-02-06 18:31:59+08:00,新介春藥局,臺北市大同區酒泉街１６６號,121.5117089,25.07201415,POINT (121.5117089 25.07201415),大同區,0225862265
2024-02-06 18:31:59+08:00,惠眾藥局,臺北市大同區重慶北路三段三三五巷四十三號,121.5136876,25.070191,POINT (121.5136876 25.070191),大同區,0225981269
2024-02-06 18:31:59+08:00,柯藥局,臺北市大同區重慶北路三段３３５巷６號,121.5143673,25.0745193,POINT (121.5143673 25.0745193),大同區,0225948515
2024-02-06 18:31:59+08:00,時春藥局,臺北市大同區赤峰街４號,121.5191148,25.05355692,POINT (121.5191148 25.05355692),大同區,0225597918
2024-02-06 18:31:59+08:00,裕仁藥局,臺北市大同區迪化街二段270之1號,121.5114585,25.07068401,POINT (121.5114585 25.07068401),大同區,0225910064
2024-02-06 18:31:59+08:00,健康藥局,臺北市大同區寧夏路２３號之４,121.5151234,25.05512088,POINT (121.5151234 25.05512088),大同區,0225551219
2024-02-06 18:31:59+08:00,泰元藥局,臺北市大同區哈密街九十一號,121.5146192,25.0730297,POINT (121.5146192 25.0730297),大同區,0225914592
2024-02-06 18:31:59+08:00,正中藥局,臺北市大同區民族西路二一三號,121.5142206,25.0687427,POINT (121.5142206 25.0687427),大同區,0225976937
2024-02-06 18:31:59+08:00,保慶藥局,臺北市大同區保安街21號,121.5129438,25.05925826,POINT (121.5129438 25.05925826),大同區,0225538988
2024-02-06 18:31:59+08:00,快安藥局,臺北市大同區南京西路282、284號,121.514593,25.0534849,POINT (121.514593 25.0534849),大同區,25561925
2024-02-06 18:31:59+08:00,得意藥師藥局,臺北市大同區延平北路二段229號,121.5114674,25.0602889,POINT (121.5114674 25.0602889),大同區,25534294
2024-02-06 18:31:59+08:00,健康美藥局,臺北市大同區民族西路165號,121.515522,25.06872156,POINT (121.515522 25.06872156),大同區,25976707
2024-02-06 18:31:59+08:00,宏泰藥師藥局,臺北市大同區酒泉街123號1樓,121.5146752,25.07212952,POINT (121.5146752 25.07212952),大同區,225957025
2024-02-06 18:31:59+08:00,儷安藥局,臺北市大同區錦西街53巷16號,121.5158324,25.06065271,POINT (121.5158324 25.06065271),大同區,25578033
2024-02-06 18:31:59+08:00,富康藥局,臺北市大同區延平北路二段126號,121.5114593,25.05733357,POINT (121.5114593 25.05733357),大同區,0225537782、0937050350
2024-02-06 18:31:59+08:00,佳禾藥局,臺北市大同區大龍街262號,121.5158326,25.07060943,POINT (121.5158326 25.07060943),大同區,25953806
2024-02-06 18:31:59+08:00,躍獅雙蓮藥局,臺北市大同區涼州街4號,121.5146778,25.0607761,POINT (121.5146778 25.0607761),大同區,225537551
2024-02-06 18:31:59+08:00,延平新聖安藥局,臺北市大同區延平北路三段35號,121.5112006,25.06474679,POINT (121.5112006 25.06474679),大同區,225923399
2024-02-06 18:31:59+08:00,旭豐藥局,臺北市大同區昌吉街96號,121.5151208,25.06582371,POINT (121.5151208 25.06582371),大同區,0225853880、0933801041
2024-02-06 18:31:59+08:00,中興聯合藥局,臺北市大同區鄭州路127號(實際營業地址：1樓),121.5108035,25.050385,POINT (121.5108035 25.050385),大同區,225502952
2024-02-06 18:31:59+08:00,躍獅文昌藥局,臺北市大同區民生西路108號(實際營業:一層),121.519676,25.05740036,POINT (121.519676 25.05740036),大同區,25586189
2024-02-06 18:31:59+08:00,新聖安藥局,臺北市大同區昌吉街130號,121.5142818,25.06583938,POINT (121.5142818 25.06583938),大同區,225977877
2024-02-06 18:31:59+08:00,大同民生藥局,臺北市大同區民生西路128號(1樓、2樓)及130號(1樓、2樓),121.5191196,25.0573343,POINT (121.5191196 25.0573343),大同區,25558886
2024-02-06 18:31:59+08:00,123宅藥局,臺北市大同區鄭州路123號(1樓),121.510881,25.050355,POINT (121.510881 25.050355),大同區,0922281812
2024-02-06 18:31:59+08:00,慶福藥局,臺北市大同區南京西路 233巷2號(1樓)  ,121.5104049,25.0539876,POINT (121.5104049 25.0539876),大同區,25503628
2024-02-06 18:31:59+08:00,延平藥局,臺北市大同區延平北路3段4號1樓,121.5110505,25.06343661,POINT (121.5110505 25.06343661),大同區,25986800
2024-02-06 18:31:59+08:00,立赫大龍藥局,臺北市大同區大龍街263號(1樓),121.5159775,25.0716541,POINT (121.5159775 25.0716541),大同區,225953233
2024-02-06 18:31:59+08:00,春鄰藥局,臺北市大同區華亭街1號(1樓),121.5133706,25.0522164,POINT (121.5133706 25.0522164),大同區,225526289
2024-02-06 18:31:59+08:00,圓保藥局,臺北市大同區酒泉街131號(1樓),121.5144821,25.0721497,POINT (121.5144821 25.0721497),大同區,225850045
2024-02-06 18:31:59+08:00,德芳藥局,臺北市大同區民生西路91號1樓,121.5193694,25.05761803,POINT (121.5193694 25.05761803),大同區,25576869
2024-02-06 18:31:59+08:00,慈仁藥局,臺北市大同區歸綏街２６１號１樓,121.5101298,25.05832209,POINT (121.5101298 25.05832209),大同區,0225572733
2024-02-06 18:31:59+08:00,三省大藥局,臺北市大同區民族西路３０３巷１９號１樓,121.510236,25.06926528,POINT (121.510236 25.06926528),大同區,0225353540
2024-02-06 18:31:59+08:00,三銘大藥局,臺北市大同區迪化街一段80號,121.509909,25.05580837,POINT (121.509909 25.05580837),大同區,0225583392
2024-02-06 18:31:59+08:00,弘仁全民藥局,臺北市大同區重慶北路二段１４５號,121.5138178,25.05824015,POINT (121.5138178 25.05824015),大同區,0225579235
2024-02-06 18:31:59+08:00,建祥藥局,臺北市大同區寧夏路17號、17-1號,121.5150437,25.05485023,POINT (121.5150437 25.05485023),大同區,0225564339
2024-02-06 18:31:59+08:00,正利民藥局,臺北市大同區延平北路三段105號,121.5110353,25.06805992,POINT (121.5110353 25.06805992),大同區,0225924842
2024-02-06 18:31:59+08:00,華南藥局,臺北市大同區迪化街二段二一五號之一,121.5116909,25.07036682,POINT (121.5116909 25.07036682),大同區,0225921093
2024-02-06 18:31:59+08:00,德葳藥局,臺北市大同區延平北路二段二一一號一樓,121.5115042,25.05973935,POINT (121.5115042 25.05973935),大同區,0935490269、25573474
2024-02-06 18:31:59+08:00,酒泉春天藥局,臺北市大同區酒泉街94號1樓、2樓,121.514555,25.07193436,POINT (121.514555 25.07193436),大同區,0225977932
2024-02-06 18:31:59+08:00,盛康藥局,臺北市中山區吉林路399號1樓,121.5305078,25.06587178,POINT (121.5305078 25.06587178),中山區,225969580
2024-02-06 18:31:59+08:00,永育康暉藥局,臺北市中山區樂群二路210之2號1樓,121.5593333,25.07951739,POINT (121.5593333 25.07951739),中山區,285012268
2024-02-06 18:31:59+08:00,可康藥局,臺北市中山區林森北路373號(1樓),121.5257301,25.0582221,POINT (121.5257301 25.0582221),中山區,25361078
2024-02-06 18:31:59+08:00,專品龍江藥局,臺北市中山區龍江路311號1樓,121.5408634,25.06127156,POINT (121.5408634 25.06127156),中山區,225178870
2024-02-06 18:31:59+08:00,躍獅龍江藥局,臺北市中山區龍江路2之5號 (1樓),121.540274,25.0471197,POINT (121.540274 25.0471197),中山區,287727449
2024-02-06 18:31:59+08:00,弘元中西藥局,臺北市中山區長安東路2段64號1樓,121.5335125,25.048345,POINT (121.5335125 25.048345),中山區,225185688
2024-02-06 18:31:59+08:00,錦西春天生活藥局,臺北市中山區錦西街10號1樓,121.5215743,25.06024008,POINT (121.5215743 25.06024008),中山區,225312658
2024-02-06 18:31:59+08:00,農安台安藥局,臺北市中山區農安街267號1樓,121.5358091,25.06476458,POINT (121.5358091 25.06476458),中山區,25038205
2024-02-06 18:31:59+08:00,杏一龍錦藥局,臺北市中山區龍江路279號1樓,121.5408299,25.05973159,POINT (121.5408299 25.05973159),中山區,225174618
2024-02-06 18:31:59+08:00,喜康中西藥局,臺北市中山區錦州街185號1樓,121.5311529,25.06041838,POINT (121.5311529 25.06041838),中山區,尚未提供
2024-02-06 18:31:59+08:00,沛久藥局,臺北市中山區林森北路291號(1樓),121.525632,25.0556598,POINT (121.525632 25.0556598),中山區,0983296660
2024-02-06 18:31:59+08:00,艾禾藥局,臺北市中山區大直街63號1樓,121.546436,25.08352992,POINT (121.546436 25.08352992),中山區,0970417275
2024-02-06 18:31:59+08:00,中崙藥局,臺北市中山區八德路2段307號(1樓),121.542655,25.047402,POINT (121.542655 25.047402),中山區,27114971
2024-02-06 18:31:59+08:00,明水藥局,臺北市中山區明水路651號1樓,121.5508491,25.08301872,POINT (121.5508491 25.08301872),中山區,225331121
2024-02-06 18:31:59+08:00,錦州藥局,臺北市中山區錦州街244號1樓,121.5338696,25.06026262,POINT (121.5338696 25.06026262),中山區,225026650
2024-02-06 18:31:59+08:00,農安藥局,臺北市中山區農安街18之1號1樓,121.5247732,25.06483218,POINT (121.5247732 25.06483218),中山區,225959293
2024-02-06 18:31:59+08:00,吉林藥局,臺北市中山區吉林路371號(1樓),121.5304933,25.0650386,POINT (121.5304933 25.0650386),中山區,25865990
2024-02-06 18:31:59+08:00,龍江台安藥局,臺北市中山區龍江路247號(1樓),121.5408496,25.0586439,POINT (121.5408496 25.0586439),中山區,0225091007
2024-02-06 18:31:59+08:00,大信藥局,臺北市中山區林森北路159巷6號,121.5255415,25.05169934,POINT (121.5255415 25.05169934),中山區,0225719080
2024-02-06 18:31:59+08:00,承恩藥局,臺北市中山區林森北路119巷55號1樓,121.5269316,25.05036026,POINT (121.5269316 25.05036026),中山區,25625117、0225603749
2024-02-06 18:31:59+08:00,明美藥局,臺北市中山區長春路６９號１樓,121.5265867,25.0550218,POINT (121.5265867 25.0550218),中山區,25365419
2024-02-06 18:31:59+08:00,長生藥局,臺北市中山區松江路３６２巷５５號１樓,121.5313135,25.06206744,POINT (121.5313135 25.06206744),中山區,0225816210
2024-02-06 18:31:59+08:00,能康藥局,臺北市中山區長春路４６號,121.5256293,25.05481774,POINT (121.5256293 25.05481774),中山區,0225429426
2024-02-06 18:31:59+08:00,貢玄藥局,臺北市中山區錦州街２0７號,121.5319628,25.06039407,POINT (121.5319628 25.06039407),中山區,0225637847
2024-02-06 18:31:59+08:00,建元藥局,臺北市中山區德惠街79巷8號,121.5284529,25.0670582,POINT (121.5284529 25.0670582),中山區,25986171/25973380
2024-02-06 18:31:59+08:00,榮昌藥局,臺北市中山區雙城街十七之三號,121.5244152,25.06463068,POINT (121.5244152 25.06463068),中山區,-
2024-02-06 18:31:59+08:00,華友藥局,臺北市中山區龍江路３５６巷２７號１樓,121.5398617,25.06607623,POINT (121.5398617 25.06607623),中山區,0225007159
2024-02-06 18:31:59+08:00,惠友藥局,臺北市中山區一江街６０號一樓,121.5314085,25.05444439,POINT (121.5314085 25.05444439),中山區,0225712813
2024-02-06 18:31:59+08:00,康仁藥局,臺北市中山區北安路578巷8弄3號,121.548865,25.08063238,POINT (121.548865 25.08063238),中山區,0225323739
2024-02-06 18:31:59+08:00,名章藥局,臺北市中山區興安街５１－５號１樓,121.5412817,25.05620776,POINT (121.5412817 25.05620776),中山區,0225034331
2024-02-06 18:31:59+08:00,大直藥局,臺北市中山區北安路617號1樓,121.5488379,25.08272832,POINT (121.5488379 25.08272832),中山區,0225320522
2024-02-06 18:31:59+08:00,慈海藥局,臺北市中山區中原街一四三號,121.5291312,25.06427377,POINT (121.5291312 25.06427377),中山區,25940989
2024-02-06 18:31:59+08:00,永直藥局,臺北市中山區北安路595巷2弄6號,121.5482952,25.08192618,POINT (121.5482952 25.08192618),中山區,225336919
2024-02-06 18:31:59+08:00,蓁榛健康生活藥局,臺北市中山區合江街100之2號1樓,121.53911,25.05845421,POINT (121.53911 25.05845421),中山區,25097780
2024-02-06 18:31:59+08:00,中興藥局,臺北市中山區長安東路2段226號,121.5427089,25.04818087,POINT (121.5427089 25.04818087),中山區,227774628
2024-02-06 18:31:59+08:00,王中興藥局,臺北市中山區龍江路273號,121.5408259,25.05955642,POINT (121.5408259 25.05955642),中山區,25034281
2024-02-06 18:31:59+08:00,康廷藥局,臺北市中山區北安路611號(1樓),121.548759,25.08253,POINT (121.548759 25.08253),中山區,225335890
2024-02-06 18:31:59+08:00,興耀生活藥局,臺北市中山區林森北路405號(1樓),121.525688,25.0594192,POINT (121.525688 25.0594192),中山區,225818210
2024-02-06 18:31:59+08:00,視美藥局,臺北市中山區民權東路三段６０巷８號１樓,121.5423043,25.06160802,POINT (121.5423043 25.06160802),中山區,0225019597
2024-02-06 18:31:59+08:00,百源堂大藥局,臺北市中山區長安東路二段四十七之五號一樓,121.5322474,25.04857182,POINT (121.5322474 25.04857182),中山區,0225630711
2024-02-06 18:31:59+08:00,名祥藥局,臺北市中山區龍江路１６６號,121.5404011,25.05505954,POINT (121.5404011 25.05505954),中山區,0225036265
2024-02-06 18:31:59+08:00,順泰藥局,臺北市中山區錦州街266號1樓,121.5347502,25.06025322,POINT (121.5347502 25.06025322),中山區,0225038916
2024-02-06 18:31:59+08:00,滿順藥局,臺北市中山區伊通街54號1樓,121.5346549,25.05144816,POINT (121.5346549 25.05144816),中山區,0225075283
2024-02-06 18:31:59+08:00,優豐藥局,臺北市中山區民生東路一段三十二號,121.524223,25.05793492,POINT (121.524223 25.05793492),中山區,0225602565
2024-02-06 18:31:59+08:00,泰興藥局,臺北市中山區新生北路二段６２巷３２號,121.5263361,25.05613101,POINT (121.5263361 25.05613101),中山區,0225371586
2024-02-06 18:31:59+08:00,阿里藥局,臺北市中山區錦州街251號1樓,121.5341938,25.06039343,POINT (121.5341938 25.06039343),中山區,0225020638
2024-02-06 18:31:59+08:00,良佑藥局,臺北市中山區撫順街６之２號１樓,121.5214126,25.06365813,POINT (121.5214126 25.06365813),中山區,0225916402
2024-02-06 18:31:59+08:00,第一藥局,臺北市中山區合江街１７巷６號,121.5394497,25.05510441,POINT (121.5394497 25.05510441),中山區,0225030124
2024-02-06 18:31:59+08:00,立大藥局,臺北市中山區吉林路144巷14號,121.5295776,25.05598437,POINT (121.5295776 25.05598437),中山區,0225313844
2024-02-06 18:31:59+08:00,武璋大藥局,臺北市中山區伊通街９７號之２,121.5348935,25.0530962,POINT (121.5348935 25.0530962),中山區,0225072026
2024-02-06 18:31:59+08:00,長青藥局,臺北市中山區興安街５５號１樓,121.5418871,25.05620708,POINT (121.5418871 25.05620708),中山區,0225053160
2024-02-06 18:31:59+08:00,晏晟藥局,臺北市中山區林森北路６２５號,121.5258586,25.0670343,POINT (121.5258586 25.0670343),中山區,0225851445
2024-02-06 18:31:59+08:00,美日藥局,臺北市中山區天津街六十六號一樓,121.5232742,25.05136434,POINT (121.5232742 25.05136434),中山區,25631662
2024-02-06 18:31:59+08:00,人人藥局,臺北市中山區吉林路二六七號一樓,121.5303983,25.06208985,POINT (121.5303983 25.06208985),中山區,225630798
2024-02-06 18:31:59+08:00,文德藥局,臺北市中山區龍江路三五六巷十九號一樓,121.54104,25.0626817,POINT (121.54104 25.0626817),中山區,25181178
2024-02-06 18:31:59+08:00,展佑藥局,臺北市中山區長春路一四六之一號,121.5317112,25.05472764,POINT (121.5317112 25.05472764),中山區,25232803
2024-02-06 18:31:59+08:00,祥泰藥局,臺北市中山區林森北路136號,121.5250871,25.05141934,POINT (121.5250871 25.05141934),中山區,225614200
2024-02-06 18:31:59+08:00,嘉恩藥局,臺北市中山區錦州街321號,121.538508,25.06032598,POINT (121.538508 25.06032598),中山區,25181418
2024-02-06 18:31:59+08:00,樂活苑藥局,臺北市中山區北安路546號1樓,121.547952,25.08014025,POINT (121.547952 25.08014025),中山區,25323296
2024-02-06 18:31:59+08:00,麗亞藥局,臺北市中山區雙城街32號,121.5242361,25.06634085,POINT (121.5242361 25.06634085),中山區,25981065
2024-02-06 18:31:59+08:00,大愛藥師藥局,臺北市中山區吉林路255號,121.5303915,25.06164733,POINT (121.5303915 25.06164733),中山區,25424723
2024-02-06 18:31:59+08:00,久大藥局,臺北市中山區林森北路480號,121.5254776,25.06126938,POINT (121.5254776 25.06126938),中山區,25111594
2024-02-06 18:31:59+08:00,專心藥局,臺北市中山區伊通街112之2號,121.5347251,25.0542576,POINT (121.5347251 25.0542576),中山區,25155847
2024-02-06 18:31:59+08:00,康林藥局,臺北市中山區興安街105號,121.5437701,25.05616582,POINT (121.5437701 25.05616582),中山區,25171867
2024-02-06 18:31:59+08:00,民生興安藥局,臺北市中山區民生東路3段90之1號,121.543538,25.05745882,POINT (121.543538 25.05745882),中山區,25018310
2024-02-06 18:31:59+08:00,啟美藥師藥局,臺北市中山區錦州街282號,121.5352375,25.06023864,POINT (121.5352375 25.06023864),中山區,225178032
2024-02-06 18:31:59+08:00,龍江藥局,臺北市中山區龍江路356巷14號,121.5402935,25.06591256,POINT (121.5402935 25.06591256),中山區,25023724
2024-02-06 18:31:59+08:00,躍獅晴光藥局,臺北市中山區農安街23之2號,121.5245403,25.06500749,POINT (121.5245403 25.06500749),中山區,25951393
2024-02-06 18:31:59+08:00,德惠藥局,臺北市中山區德惠街122號,121.5300424,25.06652212,POINT (121.5300424 25.06652212),中山區,25971131、0925859057
